geek_rate,title,num_votes,avg_rate,id
6.287,Basari,1478,6.78,14
6.287,Cinque Terre,960,7.07,124052
6.286,TurfMaster,826,7.22,384
6.286,Dreamblade,922,7.16,22897
6.286,Crisis,537,7.79,128721
6.284,Dungeon Command: Heart of Cormyr,773,7.36,124965
6.284,The Guns of Gettysburg,495,7.85,36400
6.283,Ascension: Darkness Unleashed,610,7.56,144864
6.283,Ribbit,1631,6.79,9441
6.283,Escape Room: The Game,637,7.48,204836
6.282,Pyramid,1164,6.91,36648
6.282,Blockers!,1682,6.71,29073
6.281,Fugitive,625,7.50,197443
6.280,Carcassonne: Gold Rush,750,7.26,163370
6.280,BattleCON: Fate of Indines,374,8.28,162388
6.279,Helios,1203,6.88,154182
6.279,Code 777,1633,6.73,443
6.278,Keltis,4397,6.46,34585
6.278,New Bedford,768,7.29,157413
6.278,Silverton,933,7.09,511
6.278,Mafia de Cuba,1844,6.70,176558
6.278,Chronicle,1341,6.85,54307
6.277,Illuminati:  Deluxe Edition,4282,6.53,28
6.277,Dawn of the Zeds (Third edition),396,8.39,175095
6.277,O Zoo le Mio,2049,6.63,4218
6.277,Greed,1411,6.80,151247
6.277,Tikal II: The Lost Temple,1156,6.89,67180
6.276,Dungeon Command: Sting of Lolth,792,7.32,122588
6.274,Key Market,613,7.42,78733
6.273,Treasure Hunter,1357,6.85,182189
6.273,Boomtown,2447,6.57,10997
6.272,Chicken Cha Cha Cha,2175,6.62,3570
6.270,Villa Paletti,3467,6.49,2596
6.270,Inkognito (1988),2370,6.60,466
6.269,Waggle Dance,885,7.09,158572
6.268,Epic Card Game,2717,6.64,175621
6.268,FAB: The Bulge,618,7.45,20133
6.268,The Lord of the Ice Garden,549,7.75,157917
6.267,GOSU,2322,6.62,66587
6.265,Terra,1118,6.92,153507
6.265,Warhammer,2403,6.64,4192
6.263,Kingsport Festival,1290,6.84,154509
6.263,Castellion,875,7.11,143404
6.263,Nauticus,948,7.01,144415
6.263,Hera and Zeus,3025,6.53,638
6.263,Ardennes '44,439,7.93,7858
6.263,Skull King,834,7.17,150145
6.262,To Court the King,3553,6.47,21632
6.262,Industrial Waste,1419,6.76,2476
6.262,Money!,2401,6.56,125
6.262,Inhabit the Earth,805,7.13,181797
6.262,King's Forge,991,7.07,126996
6.262,Drako,1636,6.73,102237
6.262,Beyond Baker Street,839,7.13,168681
6.261,Tanto Cuore,1367,6.89,65282
6.261,Circus Flohcati,1960,6.64,337
6.261,Battlestations,895,7.17,12350
6.260,R-Eco,1838,6.65,15290
6.259,Prophecy,1726,6.70,8095
6.258,Sanssouci,864,7.08,146816
6.258,Cockroach Poker,4009,6.46,11971
6.258,Ancient Terrible Things,1060,6.98,137031
6.258,Mondo,2093,6.61,91523
6.258,VivaJava: The Coffee Game: The Dice Game,1145,6.89,139899
6.258,Mage Wars Academy,606,7.52,172503
6.258,Council of 4,768,7.20,173101
6.257,Fantastiqa,878,7.09,125046
6.256,Famiglia,2496,6.54,81453
6.256,DreadBall: The Futuristic Sports Game,694,7.46,129731
6.255,Heroes Wanted,1185,7.00,153097
6.255,Bottom of the 9th,963,7.05,166286
6.255,Safranito,1062,6.93,66849
6.254,The Settlers of the Stone Age,2108,6.61,4394
6.254,Relic Runners,1639,6.70,144270
6.254,Pit,6456,6.40,140
6.254,Timbuktu,1604,6.70,691
6.253,Palazzo,2238,6.57,15318
6.252,Mystery Express,2264,6.58,65907
6.252,Noblemen,949,6.99,128931
6.252,Kupferkessel Co.,1004,6.94,2533
6.251,The Builders: Middle Ages,2625,6.54,144553
6.251,Covert,598,7.48,187653
6.250,Pixel Tactics 2,735,7.26,137423
6.250,Super Dungeon Explore: Forgotten King,760,7.38,156548
6.250,Carcassonne: Wheel of Fortune,887,7.07,45748
6.250,Le Fantôme de l'Opéra,812,7.13,145645
6.249,El Gaucho,1122,6.87,162823
6.249,Pente,2320,6.62,1295
6.249,Fields of Fire,581,7.55,22877
6.247,Star Trek Panic,733,7.33,193737
6.247,Black Orchestra,575,7.59,156858
6.247,Take it Easy!,2061,6.60,128
6.246,IKI,549,7.59,177478
6.245,Caesar & Cleopatra,3847,6.45,132
6.245,Rise and Decline of the Third Reich,1554,6.79,1563
6.244,Happy Salmon,982,6.97,194626
6.244,Pick Picknic,2260,6.57,2569
6.243,Wings of War: The Dawn of World War II,1183,6.88,22532
6.242,Click Clack Lumberjack,2645,6.52,39206
6.242,Mundus Novus,1464,6.73,103686
6.241,Boss Monster 2: The Next Level,1432,6.87,174973
6.240,Unconditional Surrender! World War 2 in Europe,355,8.34,61487
6.239,Legacy: Gears of Time,825,7.12,119781
6.239,Friday the 13th,3344,6.46,17025
6.239,Giganten,1296,6.76,59
6.237,Ace of Aces: Handy Rotary Series,985,7.00,798
6.237,Abalone,4620,6.43,526
6.237,Merchants of the Middle Ages,1224,6.80,348
6.236,Byzantium,1128,6.83,19348
6.236,Catan: Portable Edition,1307,6.81,3972
6.236,Three Kingdoms Redux,394,8.07,145371
6.236,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",407,8.01,38786
6.236,Mistfall,1038,7.02,168274
6.236,Ultimate Werewolf: Deluxe Edition,722,7.37,152242
6.235,Masons,2239,6.55,21791
6.235,Liberty Roads,399,8.13,39188
6.235,Khet: The Laser Game,2321,6.57,16991
6.235,Piece o' Cake,1860,6.61,37371
6.235,Drakon (third edition),2511,6.53,23107
6.234,Merchants of Amsterdam,1434,6.73,531
6.234,7 Ages,944,7.05,3870
6.233,Mythos Tales,478,7.77,126100
6.233,Sorry! Sliders,3285,6.44,37196
6.233,A la carte,2632,6.50,217
6.232,Skat,685,7.29,6819
6.232,Lost Legacy: Flying Garden,1195,6.81,158340
6.232,Wits & Wagers Party,1051,6.92,123239
6.232,Star Wars Miniatures,1409,6.85,11229
6.232,Lords of Scotland,1255,6.79,67888
6.231,Tempus,2422,6.51,17161
6.230,Dungeon Command: Curse of Undeath,589,7.52,124969
6.230,The Lord of the Rings Trading Card Game,1258,6.86,2603
6.229,Qwinto,732,7.15,183006
6.228,The Battle for Hill 218,1584,6.67,32484
6.228,Red November,6823,6.35,36946
6.228,Gloom,9632,6.38,12692
6.228,Hit Z Road,1154,6.88,176083
6.227,Divinare,1260,6.77,118418
6.227,Full Metal Planète,604,7.44,20
6.226,Greenland,748,7.16,156501
6.226,Gemblo,1126,6.87,19427
6.225,TAMSK,1238,6.78,108
6.224,Word on the Street,1706,6.64,40990
6.224,World at War: Eisenbach Gap,617,7.50,25729
6.223,Nightfall: Martial Law,794,7.08,96152
6.222,Flat Top,730,7.27,2529
6.222,Priests of Ra,1004,6.90,59753
6.222,Dragon's Gold,2606,6.49,1042
6.222,DungeonQuest Revised Edition,820,7.17,157958
6.221,Vikings Gone Wild,581,7.85,187377
6.221,Ubongo Extreme,1115,6.83,31479
6.220,Yamataï,598,7.45,213893
6.218,Holmes: Sherlock & Mycroft,756,7.13,174078
6.218,Gunslinger,856,7.07,1044
6.217,Cathedral,2752,6.50,7
6.217,HeroQuest Advanced Quest,853,7.26,22192
6.216,Flying Colors,608,7.43,8730
6.216,Invasion from Outer Space: The Martian Game,770,7.15,42939
6.215,Colonial: Europe's Empires Overseas,785,7.25,99392
6.214,Zulus on the Ramparts!,609,7.38,41627
6.213,Labyrinth,6863,6.36,1219
6.213,Dr. Eureka,1090,6.83,181345
6.213,One Night Ultimate Vampire,831,7.05,180956
6.213,Odin's Ravens (second edition),777,7.13,192074
6.213,The Capitals,832,7.04,119012
6.212,The Fury of Dracula,1047,6.92,936
6.212,5-Minute Dungeon,560,7.76,207830
6.212,Machiavelli,884,7.09,286
6.212,Prosperity,1180,6.79,145203
6.211,Catan: Junior,1419,6.75,125921
6.211,La Granja: No Siesta,780,7.06,195528
6.211,Witch of Salem,1579,6.66,38506
6.211,VivaJava: The Coffee Game,845,6.98,103660
6.211,Expedition,981,6.89,223
6.210,That's Life!,2395,6.51,17240
6.210,Phoenicia,1772,6.59,28620
6.210,Koryŏ,1171,6.81,140535
6.210,Outpost,1048,6.84,1491
6.210,The Name of the Rose,1210,6.76,35488
6.210,Escape from Colditz,2111,6.61,715
6.209,Scrabble,19413,6.31,320
6.209,1889,378,7.94,23540
6.209,Storm over Arnhem,758,7.16,1423
6.206,Gang of Four,1887,6.60,3085
6.206,The Battle at Kemble's Cascade,1029,6.86,154301
6.206,Metro,4623,6.37,559
6.205,Pursuit of Glory,415,7.91,23418
6.205,Twixt,2011,6.58,949
6.205,Ships,816,7.01,153737
6.204,Keltis: Das Kartenspiel,1214,6.76,40832
6.203,Greed Incorporated,789,7.01,55952
6.203,The Devil's Cauldron: The Battles for Arnhem and Nijmegen,373,8.18,15369
6.202,P.I.,1177,6.78,129050
6.202,Magic: The Gathering – Arena of the Planeswalkers,1562,6.71,167698
6.201,Cargo Noir,2364,6.50,90305
6.200,Cavum,1178,6.75,37734
6.200,Adventure Land,812,7.03,183231
6.200,Top Race,1137,6.77,932
6.199,City of Iron: Second Edition,489,7.58,195503
6.199,Onward to Venus,912,6.93,158109
6.198,Die Siedler von Nürnberg,832,6.98,189
6.198,Before the Wind,1365,6.68,28723
6.198,Ubongo: Duel,919,6.90,34969
6.197,City of Spies: Estoril 1942,635,7.27,169318
6.197,Warhammer Quest: Silver Tower,640,7.68,197572
6.196,Space Cadets: Away Missions,491,7.60,124827
6.196,Grand Cru,972,6.84,75212
6.196,Boss Monster: The Dungeon Building Card Game,7789,6.37,131835
6.196,Star Wars Customizable Card Game,1991,6.60,1270
6.195,Heimlich & Co.,2665,6.44,382
6.194,The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,1087,6.86,127127
6.194,Conquest of Paradise,1022,6.85,15954
6.192,WildLife,1306,6.69,3236
6.192,Lock 'n Load: Band of Heroes,596,7.46,18460
6.192,Shadowrift,730,7.16,112092
6.192,Circus Maximus,1412,6.71,244
6.191,City of Remnants,950,6.90,133528
6.191,Shear Panic,3374,6.40,18866
6.190,Teenage Mutant Ninja Turtles: Shadows of the Past,473,7.92,180771
6.190,Citadels (2016 edition),492,7.73,205398
6.189,A Brief History of the World,808,6.97,46007
6.188,World of Warcraft Trading Card Game,1675,6.68,19643
6.188,The Ravens of Thri Sahashri,536,7.39,150293
6.188,Animals on Board,977,6.85,191572
6.188,Hearts,2958,6.42,6887
6.186,Entdecker: Exploring New Horizons,1753,6.57,1334
6.185,Carnival Zombie,632,7.25,140343
6.185,The Climbers,919,6.88,34297
6.185,Black Gold,893,6.91,93724
6.185,River Dragons,2515,6.46,634
6.185,Age of War,3392,6.42,155695
6.184,Assault on Doomrock,640,7.23,149241
6.184,Würfel Bohnanza,1356,6.67,111148
6.184,Big Boggle,1014,6.85,10550
6.183,Band of Brothers: Screaming Eagles,407,7.88,41429
6.183,EXIT: The Game – The Abandoned Cabin,378,7.91,203420
6.182,Archon: Glory & Machination,702,7.09,139033
6.181,Mississippi Queen,3282,6.38,256
6.181,Fireteam Zero,491,7.75,149776
6.181,Galactic Emperor,1341,6.65,27463
6.180,Bananagrams,5297,6.35,27225
6.180,Ascension: Apprentice Edition,724,7.14,145633
6.179,Speed Circuit,994,6.87,1194
6.179,Tales of the Arabian Nights,741,7.10,788
6.179,Balderdash,3962,6.39,163
6.178,Norenberc,939,6.84,75091
6.178,Cave Troll,2973,6.41,4491
6.178,Space Dealer,1576,6.58,23451
6.178,Progress: Evolution of Technology,1399,6.65,140717
6.178,Neue Heimat,594,7.22,32944
6.177,Medieval Merchant,1069,6.77,296
6.177,The Golden City,1323,6.66,40770
6.176,Imagine,723,7.10,191894
6.176,After the Flood,877,6.90,36888
6.176,Blue Max,725,7.11,508
6.176,Lotus,871,6.97,198525
6.176,10 Days in Europe,1615,6.59,5867
6.175,Time's Up! Edición Amarilla,521,7.42,38713
6.175,Africana,1038,6.80,118000
6.175,Herbaceous,595,7.40,195314
6.174,Leader 1,825,7.00,36708
6.174,10 Days in Africa,1738,6.57,7865
6.174,Airships,2444,6.43,32116
6.174,Axis & Allies: Pacific,1754,6.65,1262
6.173,Pandemic: Contagion,2034,6.50,157789
6.173,Dungeon Command: Tyranny of Goblins,571,7.40,124968
6.172,Pack & Stack,2456,6.44,37120
6.172,Deadlands: Doomtown,608,7.29,1037
6.172,Age of Napoleon,1026,6.87,8490
6.169,Wok Star,919,6.85,71655
6.169,Anomia,1429,6.67,67877
6.169,Iliad,1727,6.55,21654
6.169,Buffy the Vampire Slayer: The Game,1516,6.64,805
6.169,The Awful Green Things From Outer Space,2271,6.49,162
6.168,España 1936,600,7.28,31291
6.168,Viva Topo!,912,6.88,8195
6.168,Deep Space D-6,542,7.48,183571
6.168,Cruel Necessity,467,7.63,70519
6.167,Masters Gallery,1439,6.60,40381
6.167,Rummikub,8133,6.30,811
6.166,Funny Friends,2099,6.48,16366
6.165,18AL,537,7.28,2612
6.165,Goldland,1184,6.70,3139
6.165,Mutant Chronicles: Siege of the Citadel,905,6.99,1621
6.164,Carcassonne: The Discovery,1924,6.51,16216
6.164,The Captain Is Dead,576,7.39,159503
6.164,Duel in the Dark,1347,6.66,27048
6.164,Thunderstone: Starter Set,713,7.06,140951
6.163,Blood Bowl (Second Edition),1142,6.78,2288
6.163,StreetSoccer,1523,6.58,3421
6.163,Dungeon Command: Blood of Gruumsh,478,7.60,126008
6.163,Field Commander: Rommel,781,7.00,28829
6.162,Detroit-Cleveland Grand Prix,1024,6.78,101
6.162,Rheinländer,1400,6.61,111
6.162,New England,1751,6.52,5406
6.162,Trias,1879,6.49,4249
6.162,Ivanhoe,1611,6.55,883
6.162,Maori,1347,6.62,40425
6.161,Return of the Heroes,1941,6.51,8170
6.161,Geistesblitz 2.0,981,6.82,118705
6.160,Key to the City – London,579,7.23,205507
6.160,SOS Titanic,1142,6.71,143157
6.160,Where There Is Discord: War in the South Atlantic,358,7.97,35614
6.160,Mord im Arosa,1365,6.63,80006
6.160,Clue: The Great Museum Caper,1228,6.71,1484
6.160,1861: The Railways of the Russian Empire,433,7.56,23817
6.159,MarraCash,880,6.84,16
6.159,The Castle of the Devil,2047,6.49,25951
6.158,The U.S. Civil War,325,8.42,162009
6.158,Walk the Plank!,1321,6.66,35505
6.158,Happy Pigs,755,7.01,156138
6.158,Smash Up: Cease and Desist,436,7.74,198487
6.157,Gheos,1633,6.53,23730
6.156,Cloud 9,2056,6.47,632
6.156,Battleground,889,6.97,18985
6.156,Vault Wars,762,7.02,169704
6.155,Tannhäuser,2787,6.48,25261
6.154,1st & Goal,1238,6.67,95105
6.154,Pagoda,998,6.76,154003
6.154,GiftTRAP,2189,6.47,23686
6.154,Star Fleet Battles,1142,6.79,1589
6.153,Fallen,413,8.18,140125
6.153,Strozzi,1028,6.75,35572
6.152,Timeline Challenge,616,7.16,173156
6.152,Sushizock im Gockelwok,1904,6.49,37400
6.151,Völuspá,1112,6.72,128554
6.151,Baltimore & Ohio,522,7.28,43307
6.151,The Cave,1421,6.61,129351
6.150,Flip City,2087,6.48,168679
6.150,RAF,532,7.31,3202
6.150,Duel of Ages Set 1: Worldspanner,1649,6.59,6050
6.150,Mégawatts,339,7.90,39336
6.149,The City,1472,6.56,103649
6.148,Welcome Back to the Dungeon,665,7.11,195043
6.148,Garden Dice,1011,6.75,109779
6.148,Loot,4798,6.30,770
6.148,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,914,6.92,173200
6.147,DC Comics Deck-Building Game: Forever Evil,638,7.26,155463
6.146,Sea of Clouds,794,6.98,189052
6.146,The Road to Canterbury,806,6.90,96792
6.145,Bloodborne: The Card Game,740,7.07,195856
6.145,Patrician,1281,6.63,30241
6.144,Bios: Megafauna,702,7.04,97915
6.144,A Game of Thrones: Hand of the King,711,7.01,205610
6.144,Man O' War,674,7.14,2516
6.143,Star Fluxx,3428,6.43,102104
6.143,Kohle & Kolonie,440,7.48,141090
6.143,Queen's Necklace,2071,6.46,6068
6.142,Crude: The Oil Game,935,6.78,147
6.142,Power Grid: The Card Game,640,7.08,203780
6.141,Mesopotamia,1478,6.56,19301
6.140,Pax Romana,536,7.31,17393
6.140,Taboo,7361,6.28,1111
6.140,Flames of War: The World War II Miniatures Game,757,7.09,11168
6.139,Carcassonne: Star Wars,879,6.86,180564
6.139,Pacific War,480,7.53,5622
6.138,Atlantis,1561,6.53,55253
6.138,Queen's Architect,723,6.98,172547
6.138,Portobello Market,2215,6.41,27356
6.138,Shifting Sands,519,7.30,11949
6.137,Isle of Trains,759,6.93,154906
6.137,Panzergruppe Guderian,577,7.24,3041
6.137,Mus,370,7.87,6866
6.136,Vietnam 1965-1975,553,7.37,5620
6.136,Wizard Kings,1093,6.71,692
6.135,Xenon Profiteer,486,7.35,176530
6.135,Pentago,2340,6.43,19841
6.135,Funemployed,683,7.05,142296
6.135,Medici vs Strozzi,1545,6.53,24762
6.134,Dancing Eggs,1725,6.49,8924
6.134,The World Cup Game,659,7.04,23604
6.133,Shark,1169,6.66,433
6.133,New World: A Carcassonne Game,1893,6.47,34615
6.133,Quo Vadis?,1919,6.44,122
6.132,Dust Tactics,653,7.24,36367
6.131,Industria,1685,6.51,8124
6.131,Angola,328,7.99,4688
6.131,Axis & Allies: Europe,2250,6.51,520
6.131,Turning Point: Stalingrad,612,7.19,759
6.130,Fire in the Sky: The Great Pacific War 1941-1945,456,7.47,14083
6.130,Federation Commander: Klingon Border,521,7.37,19854
6.130,Kingmaker,2514,6.45,987
6.130,Silent War,541,7.38,17484
6.129,Dynasties: Heirate & Herrsche,535,7.23,191972
6.129,Pelican Cove,913,6.76,90870
6.129,Fast Flowing Forest Fellers,1424,6.54,38548
6.129,Aliens,639,7.23,1770
6.128,Unusual Suspects,1134,6.66,178570
6.128,Talisman,4337,6.40,714
6.128,Space Hulk (second edition),465,7.50,63091
6.127,DOOM: The Board Game,418,7.92,205317
6.126,Risk: The Lord of the Rings Trilogy Edition,2701,6.47,8107
6.126,Sator Arepo Tenet Opera Rotas,755,6.91,18500
6.126,BioShock Infinite: The Siege of Columbia,746,6.99,132428
6.125,Kashgar: Händler der Seidenstraße,627,7.04,143175
6.124,G.E.V.,770,6.93,5205
6.124,Zombie Dice,11936,6.24,62871
6.123,Myth,1333,6.77,140519
6.123,Decktet,420,7.52,37301
6.123,Serenissima (second edition),661,7.03,135281
6.122,Dale of Merchants 2,429,7.59,191597
6.121,Linq,752,6.89,11945
6.121,Ghost Fightin' Treasure Hunters,612,7.12,146312
6.121,The Napoleonic Wars,706,7.02,3409
6.121,Dungeon Raiders,1193,6.67,80771
6.121,Codenames: Deep Undercover,819,6.89,205158
6.121,Mousquetaires du Roy,732,6.94,78954
6.120,Dimension,797,6.85,153318
6.119,Kings & Things,1478,6.54,58
6.119,Pizarro & Co.,1274,6.56,3267
6.118,10 Days in the USA,1727,6.47,7866
6.118,Hold the Line,471,7.38,35342
6.118,10 Days in Asia,1024,6.69,22398
6.118,Dschunke,1005,6.70,3234
6.118,Citrus,609,7.06,145588
6.117,Battlefleet Gothic,836,6.93,3967
6.116,Jet Set,868,6.78,38872
6.116,Comuni,968,6.72,37231
6.115,"Downtown: Air War Over Hanoi, 1965-1972",387,7.77,6613
6.113,Storm Over Stalingrad,543,7.15,24920
6.113,Tesla vs. Edison: War of Currents,932,6.77,132544
6.112,Santa Fe Rails,805,6.82,3348
6.112,HeroClix,2081,6.49,3439
6.112,Time of Soccer,358,7.76,166317
6.112,Hordes,435,7.60,19679
6.112,Bazaar,1452,6.51,287
6.112,BraveRats,1457,6.52,112373
6.112,Blood Bound,1035,6.72,130877
6.112,Hellenes: Campaigns of the Peloponnesian War,440,7.45,10788
6.112,Cardline: Animals,1118,6.64,130882
6.112,Santa Cruz,947,6.72,118610
6.111,Mystery Rummy: Jekyll & Hyde,1147,6.63,1265
6.111,Marvel Heroes,2259,6.41,14808
6.111,Infection: Humanity's Last Gasp,451,7.40,142854
6.110,Battleship Galaxies,1115,6.66,93538
6.110,Eminent Domain: Microcosm,1094,6.63,163640
6.109,Insider,515,7.24,206051
6.109,Beowulf: The Legend,2120,6.40,17449
6.109,De Bellis Antiquitatis,565,7.15,299
6.108,The Pillars of the Earth: Builders Duel,1184,6.60,40831
6.108,Attila,1480,6.52,827
6.108,Triassic Terror,596,7.06,135243
6.106,Martian Dice,2469,6.36,99875
6.105,Senji,1326,6.55,33107
6.105,Escape: Zombie City,689,7.02,149809
6.105,German Railways,666,6.92,35285
6.104,Jump Drive,544,7.18,205597
6.104,Doppelkopf,479,7.41,9364
6.104,Dreadfleet,756,7.00,108722
6.104,Nacht der Magier,1003,6.68,19996
6.103,Leader 1: Hell of the North,355,7.80,83040
6.103,Ottoman Sunset,468,7.42,84465
6.103,Marvel Dice Masters: The Amazing Spider-Man,363,7.70,177939
6.103,Raid on St. Nazaire,658,7.07,1425
6.102,Piñata,702,6.90,141791
6.102,Capital Lux,492,7.24,205046
6.101,Black Friday,1138,6.62,39242
6.101,Steam over Holland,440,7.37,31722
6.100,The Caucasus Campaign,373,7.65,33003
6.099,Phantom Leader,426,7.55,41490
6.099,Field Commander: Alexander,610,7.07,35350
6.099,Malifaux (second edition),270,8.36,147537
6.099,Intrigue,2175,6.37,265
6.099,Lifeboat,2078,6.39,4174
6.099,Capital,412,7.50,206803
6.099,Flash Duel: Second Edition,714,6.96,107190
6.099,Jenseits von Theben,522,7.19,13883
6.096,"Sun, Sea & Sand",629,6.96,84772
6.096,En Garde,1392,6.51,169
6.095,Arimaa,548,7.31,4616
6.095,Gobblet,1288,6.58,2266
6.095,Neuland,1288,6.52,12681
6.095,Mystery Rummy: Al Capone and the Chicago Underworld,724,6.89,5942
6.094,Ultimate Warriorz,715,6.88,100679
6.094,Railways of the World: The Card Game,829,6.76,68228
6.094,Risk: Star Wars Original Trilogy Edition,857,6.85,22551
6.094,Android: Mainframe,740,6.88,193557
6.092,Tramways,415,7.40,166571
6.092,Best Treehouse Ever,924,6.70,171890
6.092,The Great Fire of London 1666,1269,6.53,41569
6.091,Rivet Wars: Eastern Front,573,7.19,136000
6.091,Nefarious,1677,6.45,108044
6.091,Zooloretto: The Dice Game,1398,6.49,117942
6.091,Darjeeling,1212,6.57,32165
6.091,The Third World War,370,7.76,3605
6.090,The Manhattan Project: Chain Reaction,931,6.74,177249
6.090,Tiny Epic Defenders,1716,6.44,155708
6.090,Dominare,713,6.88,122889
6.089,The Dwarf King,1242,6.55,85250
6.089,Karmaka,782,7.02,172552
6.088,Tales & Games: The Three Little Pigs,1239,6.57,135649
6.087,Escape from Atlantis,1225,6.57,24037
6.086,Australia,1296,6.51,15033
6.086,Monopoly Deal Card Game,5550,6.26,40398
6.086,Poseidon's Kingdom,646,6.91,105624
6.086,Oh Hell!,822,6.77,1116
6.085,"Warhammer 40,000 (fifth edition)",968,6.72,37165
6.085,Navia Dratp,531,7.20,10819
6.084,Rapa Nui,692,6.86,103132
6.084,The Werewolves of Miller's Hollow: The Village,586,6.99,56885
6.083,Smash Up: Munchkin,718,6.90,162559
6.083,Rolling Freight,647,6.90,74390
6.082,Raj,1479,6.47,175
6.081,Asia Engulfed,384,7.56,20609
6.081,Thebes: The Tomb Raiders,628,6.94,114387
6.080,Small City,369,7.57,130486
6.079,Joking Hazard,1111,6.70,193621
6.079,Tunisia,354,7.72,4204
6.079,String Railway,1516,6.44,76674
6.079,Afrika (second edition),370,7.58,24070
6.079,Urbion,719,6.88,94389
6.078,Sunrise City,897,6.68,97357
6.078,Roll For It! Deluxe Edition,1051,6.67,164812
6.078,1835,621,7.01,422
6.078,Praetor,949,6.69,137776
6.077,Cable Car,867,6.75,58602
6.077,El Caballero,1265,6.52,9
6.077,Aquädukt,1542,6.42,21641
6.077,Fürstenfeld,1101,6.56,84469
6.077,Colonia,1044,6.60,56707
6.076,March of the Ants,541,6.98,156496
6.076,Rum & Bones: Second Tide,300,8.18,196202
6.075,Ladies & Gentlemen,1116,6.59,124380
6.075,Longhorn,981,6.63,148290
6.075,Dungeon Saga: Dwarf King's Quest,529,7.45,160081
6.075,David & Goliath,1422,6.45,44
6.074,The Settlers of Canaan,1141,6.78,3655
6.074,Coyote,1054,6.60,8172
6.074,Castle Dice,797,6.78,129320
6.074,Saint Malo,1376,6.46,117960
6.074,Council of Verona,1508,6.45,140863
6.073,Asgard,645,6.92,131118
6.073,Breaking Away,411,7.36,2981
6.073,Get Bit!,4487,6.20,30539
6.073,Richelieu,935,6.65,5795
6.073,Rum & Pirates,1586,6.43,19948
6.073,Midgard,959,6.63,23985
6.072,Billabong,678,6.85,464
6.072,Rory's Story Cubes,1980,6.38,20545
6.071,Colony,814,6.74,192934
6.071,Agricola: Family Edition,386,7.59,205418
6.070,Confucius,657,6.87,32014
6.070,Rockwell,439,7.33,139562
6.070,Panzer Leader,1343,6.56,2639
6.070,Niya,882,6.69,125311
6.069,Ninja Camp,607,7.02,176565
6.069,Formula Motor Racing,1719,6.41,635
6.069,Ave Roma,426,7.40,184459
6.069,SPQR,428,7.37,1444
6.069,The World of Smog: On Her Majesty's Service,595,7.05,168433
6.068,Streetcar,1348,6.47,1597
6.068,King & Assassins,583,7.05,147930
6.068,Star Trek: Expeditions,1305,6.52,79131
6.068,PAX,684,6.83,101020
6.068,Entdecker,1241,6.50,200
6.068,Steam Works,501,7.20,143176
6.068,King Me!,1872,6.38,7806
6.066,Deadwood,1518,6.44,96713
6.066,Shanghaien,1000,6.62,34320
6.065,Axis & Allies Naval Miniatures: War at Sea,680,6.99,25794
6.065,Rail Baron,1383,6.56,420
6.065,Grifters,628,7.01,168054
6.064,Pinochle,776,6.80,4583
6.064,Was sticht?,573,6.96,155
6.064,Zug um Zug: Deutschland,331,7.80,119637
6.064,Masques,1114,6.58,65673
6.063,Mogel Motte,1207,6.53,105593
6.063,Fresh Fish,849,6.66,1017
6.063,Resident Evil Deck Building Game,1502,6.53,79073
6.063,Bus,659,6.87,552
6.063,BATTALIA: The Creation,523,7.88,178944
6.063,Clockwork Wars,324,7.83,139952
6.063,504,1064,6.56,175878
6.063,Chaosmos,572,7.11,142830
6.062,Eggs and Empires,672,6.85,156180
6.061,Abraca...what?,942,6.63,163930
6.061,Malifaux,374,7.60,52328
6.060,Terra Nova,1474,6.42,20022
6.060,Conquest of the Fallen Lands,725,6.83,21380
6.060,Ruse & Bruise,1570,6.43,24509
6.059,Dust,1318,6.49,29109
6.059,Fortress America,667,6.92,115293
6.059,Wings of Glory: WW1 Rules and Accessories Pack,324,8.06,119866
6.059,Neuroshima: Convoy,682,6.88,120605
6.058,Close Action,325,7.82,3553
6.058,Origin,723,6.81,127095
6.058,Courtier,798,6.72,122891
6.057,Keltis: Das Orakel,559,6.99,66085
6.057,Polarity,1606,6.41,380
6.057,War of 1812,581,6.99,1645
6.057,Rook,1964,6.38,1260
6.056,Khronos,1599,6.39,25674
6.055,Canterbury,549,7.02,136440
6.055,Days of Ire: Budapest 1956,339,7.68,192802
6.055,Thunder & Lightning,409,7.36,191963
6.054,Triumvirate,701,6.78,53168
6.054,Chrononauts,4605,6.23,815
6.052,Roll Through the Ages: The Iron Age,733,6.76,150926
6.052,Dungeons & Dragons: Attack Wing,435,7.47,155689
6.052,Quebec 1759,619,6.93,85
6.052,NOIR: Deductive Mystery Game,838,6.69,102148
6.051,Fische Fluppen Frikadellen,920,6.62,4370
6.051,The Builders: Antiquity,613,6.91,161226
6.050,Dungeon Roll,5740,6.18,138788
6.049,Catan Histories: Struggle for Rome,1215,6.47,25234
6.048,The Mines of Zavandor,865,6.63,68247
6.048,Ice Flow,1308,6.46,31133
6.048,Opera,923,6.65,42743
6.048,Dos Rios,1225,6.48,9408
6.048,W1815,349,7.59,175360
6.047,Take 5!,1425,6.43,153
6.047,Bullfrogs,598,7.00,149853
6.047,Ruhrschifffahrt 1769-1890,395,7.32,130390
